Fed List and DJN Total,Zip Code,ex_Name,ex_AREA,ex_PERIMETER,ex_ZT36_D00_,ex_ZT36_D00_I,ex_ZCTA,ex_LSAD,ex_LSAD_TRANS,geometry
35,11952,11952,0.00289,0.3669,2318,2317,11952,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.499978,40.988596,0.0 -72.500586,40.9889,0.0 -72.501642,40.991844,0.0 -72.502058,40.99194,0.0 -72.502346,40.990372,0.0 -72.501962,40.988148,0.0 -72.500186,40.988388,0.0 -72.503882,40.986756,0.0 -72.505066,40.986836,0.0 -72.506779,40.985476,0.0 -72.507019,40.986308,0.0 -72.510091,40.987108,0.0 -72.511131,40.988164,0.0 -72.512347,40.988564,0.0 -72.512907,40.992196,0.0 -72.514475,40.99274,0.0 -72.515643,40.991764,0.0 -72.515403,40.990628,0.0 -72.514155,40.990468,0.0 -72.513179,40.990948,0.0 -72.512811,40.989844,0.0 -72.516027,40.98914,0.0 -72.515979,40.988388,0.0 -72.512779,40.98794,0.0 -72.511067,40.98634,0.0 -72.508107,40.986164,0.0 -72.506923,40.985316,0.0 -72.505515,40.98554,0.0 -72.504794,40.986692,0.0 -72.504346,40.986148,0.0 -72.50457,40.985508,0.0 -72.507451,40.984196,0.0 -72.527756,40.979492,0.0 -72.528396,40.979636,0.0 -72.52716,40.981276,0.0 -72.528268,40.981028,0.0 -72.5291,40.981684,0.0 -72.527361,40.983474,0.0 -72.529116,40.982132,0.0 -72.5311,40.982148,0.0 -72.532076,40.982612,0.0 -72.532268,40.983284,0.0 -72.531084,40.98474,0.0 -72.53094,40.98594,0.0 -72.535869,40.985841,0.0 -72.531148,40.981028,0.0 -72.531356,40.977092,0.0 -72.534684,40.974788,0.0 -72.535804,40.973268,0.0 -72.537933,40.973348,0.0 -72.540475,40.975385,0.0 -72.554541,40.97866,0.0 -72.557005,40.980564,0.0 -72.559102,40.980868,0.0 -72.55947,40.9777,0.0 -72.558558,40.977156,0.0 -72.556205,40.977588,0.0 -72.553693,40.97474,0.0 -72.559486,40.97026,0.0 -72.561742,40.969252,0.0 -72.575854,40.986275,0.0 -72.582271,40.984723,0.0 -72.592577,40.996566,0.0 -72.585406,40.997576,0.0 -72.585327,40.997587,0.0 -72.585227,40.997647,0.0 -72.565406,41.009508,0.0 -72.560974,41.015444,0.0 -72.549853,41.019844,0.0 -72.521548,41.037652,0.0 -72.521455,41.037682,0.0 -72.521012,41.037828,0.0 -72.520844,41.035236,0.0 -72.512683,41.030292,0.0 -72.522603,41.021668,0.0 -72.528748,41.017684,0.0 -72.509434,40.998836,0.0 -72.507754,40.993412,0.0 -72.504074,40.993684,0.0 -72.50049,40.992596,0.0 -72.498986,40.989972,0.0 -72.499978,40.988596,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
132,11953,11953,0.00278,0.24189,1886,1885,11953,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.94238,40.907714,0.0 -72.939916,40.906834,0.0 -72.935708,40.906594,0.0 -72.931467,40.907202,0.0 -72.929371,40.908498,0.0 -72.922715,40.908162,0.0 -72.919019,40.906482,0.0 -72.915243,40.906978,0.0 -72.915195,40.903938,0.0 -72.918075,40.891458,0.0 -72.917755,40.88773,0.0 -72.91918,40.88293,0.0 -72.923644,40.872274,0.0 -72.926524,40.868178,0.0 -72.928956,40.86605,0.0 -72.934812,40.86525,0.0 -72.937308,40.865394,0.0 -72.942204,40.863282,0.0 -72.946797,40.857362,0.0 -72.947165,40.855938,0.0 -72.946365,40.852034,0.0 -72.948429,40.850322,0.0 -72.949869,40.849938,0.0 -72.961613,40.851986,0.0 -72.962253,40.856786,0.0 -72.964141,40.858802,0.0 -72.967309,40.858498,0.0 -72.970685,40.85893,0.0 -72.972141,40.869282,0.0 -72.975645,40.869026,0.0 -72.977197,40.868914,0.0 -72.978781,40.871218,0.0 -72.978189,40.874658,0.0 -72.976413,40.87525,0.0 -72.977485,40.880834,0.0 -72.979853,40.880546,0.0 -72.980925,40.886834,0.0 -72.983213,40.887266,0.0 -72.988381,40.88645,0.0 -72.991373,40.886962,0.0 -72.986493,40.895794,0.0 -72.983533,40.895602,0.0 -72.976573,40.896626,0.0 -72.974012,40.897106,0.0 -72.97286,40.898114,0.0 -72.972604,40.898562,0.0 -72.9731,40.900434,0.0 -72.974764,40.90421,0.0 -72.96742,40.905474,0.0 -72.963004,40.905554,0.0 -72.953308,40.908258,0.0 -72.94238,40.907714,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
115,11954,11954,0.00565,0.45039,2314,2313,11954,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.031926,40.999069,0.0 -72.033909,41.001559,0.0 -72.032493,41.002053,0.0 -72.032461,41.003893,0.0 -72.035821,41.007653,0.0 -72.040958,41.014085,0.0 -72.050978,41.020944,0.0 -72.047468,41.022565,0.0 -72.046752,41.022454,0.0 -72.035792,41.020759,0.0 -72.015013,41.028348,0.0 -72.007906,41.033456,0.0 -71.99926,41.039669,0.0 -71.97989,41.04454,0.0 -71.96704,41.047772,0.0 -71.961078,41.054277,0.0 -71.960355,41.059878,0.0 -71.961452,41.063639,0.0 -71.961539,41.063937,0.0 -71.961563,41.064021,0.0 -71.959595,41.071237,0.0 -71.952382,41.073324,0.0 -71.944118,41.075715,0.0 -71.93825,41.077413,0.0 -71.937058,41.077609,0.0 -71.933656,41.078169,0.0 -71.927933,41.079111,0.0 -71.919385,41.080517,0.0 -71.899256,41.080837,0.0 -71.898189,41.079856,0.0 -71.895496,41.077381,0.0 -71.890718,41.076033,0.0 -71.889543,41.075701,0.0 -71.887492,41.075634,0.0 -71.886698,41.075608,0.0 -71.869558,41.075046,0.0 -71.86447,41.076918,0.0 -71.858748,41.074162,0.0 -71.857494,41.073558,0.0 -71.857396,41.073332,0.0 -71.85624,41.070657,0.0 -71.856214,41.070598,0.0 -71.856561,41.070239,0.0 -71.863739,41.062807,0.0 -71.87391,41.052278,0.0 -71.874281,41.052127,0.0 -71.882813,41.048663,0.0 -71.903061,41.04044,0.0 -71.903406,41.0403,0.0 -71.903736,41.040166,0.0 -71.935689,41.034182,0.0 -72.029357,40.999909,0.0 -72.031926,40.999069,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
38,11955,11955,0.00076,0.12479,2374,2373,11955,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.837066,40.819714,0.0 -72.820122,40.822066,0.0 -72.808905,40.822882,0.0 -72.807145,40.821538,0.0 -72.802585,40.81941,0.0 -72.800953,40.804642,0.0 -72.809482,40.804322,0.0 -72.812634,40.80189,0.0 -72.814074,40.799538,0.0 -72.81673,40.796674,0.0 -72.817306,40.794562,0.0 -72.81697,40.791138,0.0 -72.818042,40.787154,0.0 -72.819738,40.785954,0.0 -72.825834,40.792098,0.0 -72.82857,40.795698,0.0 -72.830421,40.80204,0.0 -72.829181,40.802802,0.0 -72.831482,40.80253,0.0 -72.833322,40.803186,0.0 -72.833514,40.803938,0.0 -72.832714,40.806306,0.0 -72.832826,40.81197,0.0 -72.834362,40.81565,0.0 -72.837066,40.819714,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
11,11956,11956,0.00009,0.04389,1850,1849,11956,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.471996,40.995078,0.0 -72.470441,40.99186,0.0 -72.470393,40.99026,0.0 -72.470794,40.9897,0.0 -72.478218,40.988676,0.0 -72.481178,40.988708,0.0 -72.483338,40.989444,0.0 -72.483546,40.990052,0.0 -72.482122,40.990868,0.0 -72.480474,40.992068,0.0 -72.480778,40.994628,0.0 -72.477513,41.002372,0.0 -72.476393,40.99994,0.0 -72.476217,40.997508,0.0 -72.471996,40.995078,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
23,11957,11957,0.00145,0.41371,2438,2437,11957,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.305963,41.148649,0.0 -72.302957,41.150111,0.0 -72.292427,41.155233,0.0 -72.291109,41.155874,0.0 -72.289207,41.156314,0.0 -72.281381,41.158123,0.0 -72.278789,41.158722,0.0 -72.278546,41.158566,0.0 -72.27669,41.157377,0.0 -72.275201,41.156423,0.0 -72.272997,41.15501,0.0 -72.27274,41.154965,0.0 -72.268455,41.154209,0.0 -72.2681,41.154146,0.0 -72.267873,41.154217,0.0 -72.260378,41.156546,0.0 -72.245348,41.161217,0.0 -72.238211,41.15949,0.0 -72.237773,41.156699,0.0 -72.237731,41.156434,0.0 -72.253572,41.137138,0.0 -72.265057,41.128532,0.0 -72.265124,41.128482,0.0 -72.28054,41.121394,0.0 -72.299661,41.112602,0.0 -72.299686,41.112674,0.0 -72.294645,41.116114,0.0 -72.288869,41.121426,0.0 -72.282981,41.124674,0.0 -72.278101,41.125682,0.0 -72.267813,41.130034,0.0 -72.260084,41.134914,0.0 -72.258916,41.136626,0.0 -72.25802,41.133938,0.0 -72.255108,41.137074,0.0 -72.25434,41.141042,0.0 -72.247972,41.147554,0.0 -72.248404,41.148562,0.0 -72.255908,41.142674,0.0 -72.257124,41.13886,0.0 -72.259668,41.13677,0.0 -72.261572,41.136994,0.0 -72.262868,41.138978,0.0 -72.268068,41.140786,0.0 -72.272965,41.14045,0.0 -72.275845,41.139378,0.0 -72.277573,41.137986,0.0 -72.278021,41.138018,0.0 -72.279125,41.138482,0.0 -72.280181,41.139403,0.0 -72.280597,41.140114,0.0 -72.281189,41.142082,0.0 -72.281509,41.144642,0.0 -72.280837,41.14661,0.0 -72.281205,41.146226,0.0 -72.282021,41.144418,0.0 -72.282549,41.140546,0.0 -72.282421,41.139346,0.0 -72.282133,41.137906,0.0 -72.281013,41.136114,0.0 -72.280197,41.134402,0.0 -72.279429,41.13181,0.0 -72.278981,41.129682,0.0 -72.279221,41.129442,0.0 -72.279397,41.129442,0.0 -72.287893,41.132546,0.0 -72.288245,41.132514,0.0 -72.287157,41.12901,0.0 -72.286549,41.128882,0.0 -72.284837,41.129138,0.0 -72.284269,41.128719,0.0 -72.283674,41.128651,0.0 -72.282965,41.126898,0.0 -72.283093,41.126722,0.0 -72.283317,41.12669,0.0 -72.287989,41.12765,0.0 -72.298437,41.131362,0.0 -72.299974,41.132018,0.0 -72.300044,41.132058,0.0 -72.300044,41.132059,0.0 -72.304625,41.136238,0.0 -72.306381,41.13784,0.0 -72.312734,41.138546,0.0 -72.318146,41.137134,0.0 -72.32663,41.132162,0.0 -72.327225,41.131344,0.0 -72.328342,41.132114,0.0 -72.333655,41.133266,0.0 -72.331447,41.137218,0.0 -72.327942,41.137186,0.0 -72.326694,41.136482,0.0 -72.327494,41.131698,0.0 -72.32047,41.13669,0.0 -72.318806,41.138882,0.0 -72.318134,41.140962,0.0 -72.317078,41.14205,0.0 -72.312278,41.144914,0.0 -72.309862,41.145394,0.0 -72.308582,41.143778,0.0 -72.304438,41.142946,0.0 -72.303254,41.145346,0.0 -72.30391,41.146786,0.0 -72.305963,41.148649,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
15,11958,11958,0.00065,0.17325,1833,1832,11958,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.474706,41.05454,0.0 -72.470362,41.050212,0.0 -72.46289,41.047892,0.0 -72.457546,41.051764,0.0 -72.456315,41.05035,0.0 -72.459482,41.048148,0.0 -72.45889,41.044596,0.0 -72.454473,41.040932,0.0 -72.452137,41.043316,0.0 -72.450185,41.040932,0.0 -72.447817,41.034852,0.0 -72.447849,41.034052,0.0 -72.448697,41.033796,0.0 -72.448217,41.033252,0.0 -72.440809,41.032708,0.0 -72.439353,41.033252,0.0 -72.436137,41.035652,0.0 -72.437545,41.032084,0.0 -72.438761,41.030404,0.0 -72.442329,41.028356,0.0 -72.446361,41.024836,0.0 -72.447642,41.020818,0.0 -72.450153,41.021188,0.0 -72.450185,41.022884,0.0 -72.452121,41.028404,0.0 -72.45841,41.037396,0.0 -72.463002,41.034132,0.0 -72.466618,41.030084,0.0 -72.481665,41.037787,0.0 -72.479693,41.038777,0.0 -72.494573,41.046529,0.0 -72.481235,41.050919,0.0 -72.477306,41.052212,0.0 -72.474706,41.05454,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
112,11959,11959,0.00005,0.03515,1934,1933,11959,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.617789,40.833412,0.0 -72.619314,40.833331,0.0 -72.619858,40.846675,0.0 -72.617522,40.848739,0.0 -72.615014,40.840876,0.0 -72.615634,40.834563,0.0 -72.61589,40.834083,0.0 -72.617789,40.833412,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
75,11960,11960,0.00036,0.09096,1965,1964,11960,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.690997,40.818291,0.0 -72.691077,40.817795,0.0 -72.691445,40.815523,0.0 -72.690773,40.808659,0.0 -72.692181,40.805507,0.0 -72.69391,40.797171,0.0 -72.69992,40.796952,0.0 -72.709638,40.799155,0.0 -72.710294,40.799315,0.0 -72.713014,40.800755,0.0 -72.713782,40.800691,0.0 -72.716502,40.802547,0.0 -72.719351,40.806723,0.0 -72.715511,40.810698,0.0 -72.71103,40.811763,0.0 -72.709062,40.807843,0.0 -72.702262,40.807811,0.0 -72.701366,40.812579,0.0 -72.698182,40.818883,0.0 -72.690997,40.818291,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
116,11961,11961,0.00003,0.02161,1871,1870,11961,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.898875,40.933634,0.0 -72.896706,40.933856,0.0 -72.895685,40.933096,0.0 -72.894587,40.929271,0.0 -72.894845,40.927614,0.0 -72.895652,40.927126,0.0 -72.897719,40.9272,0.0 -72.898365,40.92815,0.0 -72.900794,40.933761,0.0 -72.899125,40.934092,0.0 -72.898875,40.933634,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
50,11962,11962,0.00148,0.19726,2334,2333,11962,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.283606,40.955811,0.0 -72.284102,40.960835,0.0 -72.279126,40.966627,0.0 -72.277638,40.969843,0.0 -72.272182,40.968611,0.0 -72.260949,40.953155,0.0 -72.266726,40.952227,0.0 -72.262485,40.944723,0.0 -72.256021,40.935587,0.0 -72.24499,40.923179,0.0 -72.264351,40.915925,0.0 -72.283504,40.90875,0.0 -72.29036,40.906181,0.0 -72.289782,40.908227,0.0 -72.291814,40.908819,0.0 -72.292454,40.908067,0.0 -72.294822,40.909315,0.0 -72.296902,40.913635,0.0 -72.291622,40.919075,0.0 -72.288262,40.921427,0.0 -72.286294,40.923571,0.0 -72.286582,40.927203,0.0 -72.287462,40.930179,0.0 -72.288102,40.932611,0.0 -72.287654,40.933987,0.0 -72.283878,40.938995,0.0 -72.279094,40.940883,0.0 -72.278838,40.942467,0.0 -72.279302,40.945667,0.0 -72.28287,40.950563,0.0 -72.283606,40.955811,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
197,11963,11963,0.00447,0.64185,2317,2316,11963,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.36708,40.961396,0.0 -72.3682,40.963332,0.0 -72.36788,40.965028,0.0 -72.367016,40.96586,0.0 -72.366536,40.967236,0.0 -72.367544,40.971428,0.0 -72.36948,40.971364,0.0 -72.370728,40.97082,0.0 -72.370664,40.968852,0.0 -72.372824,40.967956,0.0 -72.375384,40.970308,0.0 -72.376808,40.973604,0.0 -72.378248,40.981508,0.0 -72.376136,40.98442,0.0 -72.376184,40.986228,0.0 -72.372775,40.99122,0.0 -72.370663,40.997316,0.0 -72.370567,40.999604,0.0 -72.371175,41.003891,0.0 -72.375063,41.013971,0.0 -72.376664,41.019683,0.0 -72.371287,41.012963,0.0 -72.367815,41.002835,0.0 -72.366471,40.995955,0.0 -72.368359,40.996099,0.0 -72.369031,41.001763,0.0 -72.369703,41.000371,0.0 -72.368679,40.993956,0.0 -72.365879,40.990611,0.0 -72.363527,40.989907,0.0 -72.361175,40.994339,0.0 -72.362119,40.994755,0.0 -72.363815,40.993987,0.0 -72.367463,40.994195,0.0 -72.367879,40.994563,0.0 -72.367687,40.995571,0.0 -72.364503,40.996275,0.0 -72.353191,40.997379,0.0 -72.351271,40.996387,0.0 -72.350503,40.994579,0.0 -72.349223,40.993859,0.0 -72.345895,40.995555,0.0 -72.346759,41.000259,0.0 -72.348391,41.000067,0.0 -72.348215,40.998035,0.0 -72.349319,40.997299,0.0 -72.349879,40.997491,0.0 -72.349351,41.000051,0.0 -72.348439,41.000707,0.0 -72.343975,41.001507,0.0 -72.337911,40.998611,0.0 -72.336231,40.996419,0.0 -72.334583,40.995603,0.0 -72.332071,40.995043,0.0 -72.329095,40.995779,0.0 -72.32487,40.997603,0.0 -72.320598,41.001587,0.0 -72.318038,41.004595,0.0 -72.316838,41.007395,0.0 -72.316374,41.009987,0.0 -72.32391,41.018211,0.0 -72.326662,41.022371,0.0 -72.329607,41.024243,0.0 -72.332775,41.030851,0.0 -72.332807,41.033443,0.0 -72.331735,41.034755,0.0 -72.326118,41.037059,0.0 -72.321414,41.037347,0.0 -72.317734,41.038435,0.0 -72.312998,41.040867,0.0 -72.308028,41.037397,0.0 -72.306278,41.034627,0.0 -72.305158,41.028163,0.0 -72.304134,41.025475,0.0 -72.302214,41.022771,0.0 -72.297702,41.018291,0.0 -72.29791,41.012147,0.0 -72.298646,41.010883,0.0 -72.300358,41.009523,0.0 -72.29935,41.004387,0.0 -72.298822,41.003603,0.0 -72.28119,41.000067,0.0 -72.273765,41.000787,0.0 -72.271013,41.002371,0.0 -72.266949,40.999427,0.0 -72.266133,40.997251,0.0 -72.266581,40.995587,0.0 -72.278582,40.990403,0.0 -72.279782,40.991235,0.0 -72.285654,40.987939,0.0 -72.275606,40.973571,0.0 -72.274822,40.974275,0.0 -72.274662,40.975523,0.0 -72.268901,40.982755,0.0 -72.266085,40.985027,0.0 -72.261877,40.986979,0.0 -72.258965,40.985475,0.0 -72.258901,40.984451,0.0 -72.261413,40.979155,0.0 -72.260405,40.974691,0.0 -72.259285,40.972195,0.0 -72.255349,40.965795,0.0 -72.247781,40.962979,0.0 -72.242789,40.958915,0.0 -72.243299,40.957273,0.0 -72.249877,40.956675,0.0 -72.248933,40.955299,0.0 -72.260949,40.953155,0.0 -72.272182,40.968611,0.0 -72.277638,40.969843,0.0 -72.279126,40.966627,0.0 -72.284102,40.960835,0.0 -72.283606,40.955811,0.0 -72.285606,40.954643,0.0 -72.292582,40.965091,0.0 -72.292358,40.967427,0.0 -72.291302,40.969571,0.0 -72.291958,40.970451,0.0 -72.295782,40.974275,0.0 -72.30151,40.977123,0.0 -72.302118,40.977235,0.0 -72.302006,40.976275,0.0 -72.299622,40.965731,0.0 -72.304038,40.963763,0.0 -72.316391,40.961283,0.0 -72.317031,40.965171,0.0 -72.31695,40.973139,0.0 -72.318643,40.975231,0.0 -72.321982,40.974508,0.0 -72.330933,40.974829,0.0 -72.334407,40.973416,0.0 -72.33786,40.971006,0.0 -72.339014,40.968964,0.0 -72.33904,40.967625,0.0 -72.344967,40.969651,0.0 -72.36708,40.961396,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
67,11964,11964,0.0019,0.28976,1822,1821,11964,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.354775,41.063875,0.0 -72.351207,41.064371,0.0 -72.352935,41.069027,0.0 -72.345495,41.075811,0.0 -72.341287,41.075091,0.0 -72.332071,41.075235,0.0 -72.332151,41.076195,0.0 -72.325206,41.084387,0.0 -72.323638,41.084371,0.0 -72.31591,41.070883,0.0 -72.319254,41.070211,0.0 -72.320758,41.068275,0.0 -72.319494,41.066723,0.0 -72.318678,41.067059,0.0 -72.31167,41.065795,0.0 -72.304758,41.066307,0.0 -72.29223,41.063474,0.0 -72.287109,41.06669,0.0 -72.283237,41.067986,0.0 -72.281782,41.065604,0.0 -72.274319,41.052679,0.0 -72.274309,41.051506,0.0 -72.279253,41.048899,0.0 -72.280693,41.047235,0.0 -72.281061,41.045283,0.0 -72.279781,41.041603,0.0 -72.274789,41.034147,0.0 -72.270661,41.029171,0.0 -72.270213,41.027523,0.0 -72.271029,41.026371,0.0 -72.277237,41.025907,0.0 -72.281093,41.028019,0.0 -72.282021,41.029587,0.0 -72.279781,41.034499,0.0 -72.279947,41.036054,0.0 -72.279333,41.037244,0.0 -72.279813,41.037955,0.0 -72.283301,41.040355,0.0 -72.289238,41.041075,0.0 -72.297606,41.044099,0.0 -72.302438,41.047475,0.0 -72.304438,41.050995,0.0 -72.310198,41.053987,0.0 -72.313766,41.054179,0.0 -72.318854,41.050611,0.0 -72.318918,41.048531,0.0 -72.317478,41.046803,0.0 -72.317158,41.045715,0.0 -72.31735,41.044323,0.0 -72.318662,41.043427,0.0 -72.32751,41.043347,0.0 -72.329399,41.044163,0.0 -72.330247,41.046675,0.0 -72.332583,41.048451,0.0 -72.343879,41.051619,0.0 -72.349447,41.048147,0.0 -72.350855,41.047859,0.0 -72.356679,41.057603,0.0 -72.352791,41.062867,0.0 -72.353399,41.063699,0.0 -72.354775,41.063875,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
17,11965,11965,0.00127,0.30166,1813,1812,11965,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-72.323638,41.084371,0.0 -72.325206,41.084387,0.0 -72.332151,41.076195,0.0 -72.332071,41.075235,0.0 -72.341287,41.075091,0.0 -72.345495,41.075811,0.0 -72.352935,41.069027,0.0 -72.351207,41.064371,0.0 -72.354775,41.063875,0.0 -72.355047,41.064867,0.0 -72.356167,41.065443,0.0 -72.363927,41.066483,0.0 -72.365159,41.066003,0.0 -72.365847,41.062563,0.0 -72.363111,41.059907,0.0 -72.358791,41.060707,0.0 -72.357383,41.058691,0.0 -72.358615,41.056291,0.0 -72.351671,41.044435,0.0 -72.349479,41.041987,0.0 -72.347591,41.041699,0.0 -72.346071,41.042291,0.0 -72.343895,41.043587,0.0 -72.341799,41.046019,0.0 -72.340903,41.046147,0.0 -72.340791,41.045315,0.0 -72.344647,41.041539,0.0 -72.346279,41.040659,0.0 -72.355655,41.042227,0.0 -72.360471,41.044387,0.0 -72.364039,41.046771,0.0 -72.373192,41.051459,0.0 -72.373736,41.052211,0.0 -72.372808,41.058195,0.0 -72.373896,41.060899,0.0 -72.376952,41.063827,0.0 -72.384248,41.068515,0.0 -72.384712,41.069763,0.0 -72.384296,41.071203,0.0 -72.382664,41.072355,0.0 -72.381896,41.072387,0.0 -72.377768,41.070227,0.0 -72.375992,41.069971,0.0 -72.366071,41.073859,0.0 -72.364199,41.076067,0.0 -72.363079,41.081747,0.0 -72.358165,41.087239,0.0 -72.354167,41.087955,0.0 -72.351751,41.087155,0.0 -72.351463,41.086867,0.0 -72.351911,41.085283,0.0 -72.352439,41.086403,0.0 -72.354231,41.086883,0.0 -72.352807,41.083811,0.0 -72.342503,41.084467,0.0 -72.342439,41.085411,0.0 -72.345895,41.091843,0.0 -72.344199,41.095875,0.0 -72.340277,41.097644,0.0 -72.339175,41.098771,0.0 -72.338503,41.102275,0.0 -72.335431,41.106723,0.0 -72.335112,41.106851,0.0 -72.320259,41.091734,0.0 -72.317483,41.088908,0.0 -72.317238,41.088659,0.0 -72.311246,41.086321,0.0 -72.322886,41.088707,0.0 -72.323574,41.088019,0.0 -72.323638,41.084371,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
