Fed List and DJN Total,Zip Code,ex_Name,ex_AREA,ex_PERIMETER,ex_ZT36_D00_,ex_ZT36_D00_I,ex_ZCTA,ex_LSAD,ex_LSAD_TRANS,geometry
382,11530,11530,0.00225,0.29913,2074,2073,11530,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.616972,40.742801,0.0 -73.603772,40.7452,0.0 -73.601872,40.7405,0.0 -73.586087,40.743891,0.0 -73.582971,40.7368,0.0 -73.585865,40.737166,0.0 -73.589148,40.736874,0.0 -73.584979,40.734516,0.0 -73.581674,40.730588,0.0 -73.580171,40.7259,0.0 -73.580471,40.721901,0.0 -73.58866,40.720453,0.0 -73.59042,40.721029,0.0 -73.593108,40.720293,0.0 -73.5941,40.718917,0.0 -73.593872,40.717201,0.0 -73.598872,40.715401,0.0 -73.603472,40.713801,0.0 -73.605172,40.713301,0.0 -73.606972,40.715901,0.0 -73.608472,40.720601,0.0 -73.609072,40.720601,0.0 -73.612472,40.721301,0.0 -73.623773,40.718701,0.0 -73.629373,40.717301,0.0 -73.636873,40.714201,0.0 -73.642073,40.712901,0.0 -73.642273,40.713601,0.0 -73.650573,40.712501,0.0 -73.652173,40.714701,0.0 -73.654173,40.715201,0.0 -73.654573,40.715001,0.0 -73.655374,40.710401,0.0 -73.657074,40.710001,0.0 -73.660774,40.710102,0.0 -73.663574,40.710802,0.0 -73.665374,40.710702,0.0 -73.666074,40.715301,0.0 -73.665974,40.717301,0.0 -73.664974,40.717201,0.0 -73.665074,40.717501,0.0 -73.683874,40.717102,0.0 -73.684274,40.715002,0.0 -73.688574,40.717902,0.0 -73.687474,40.723402,0.0 -73.686874,40.725402,0.0 -73.681074,40.725101,0.0 -73.679413,40.727642,0.0 -73.678674,40.731001,0.0 -73.677774,40.731501,0.0 -73.656273,40.736401,0.0 -73.651773,40.737001,0.0 -73.640973,40.738701,0.0 -73.638473,40.737401,0.0 -73.637273,40.734301,0.0 -73.634073,40.731701,0.0 -73.633273,40.731801,0.0 -73.630073,40.732601,0.0 -73.632973,40.740001,0.0 -73.616972,40.742801,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
553,11542,11542,0.00202,0.22786,2358,2357,11542,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.621071,40.898198,0.0 -73.617871,40.895698,0.0 -73.617871,40.889899,0.0 -73.619171,40.889299,0.0 -73.616271,40.879599,0.0 -73.614171,40.874499,0.0 -73.59357,40.865699,0.0 -73.59237,40.863799,0.0 -73.59007,40.854899,0.0 -73.600171,40.853399,0.0 -73.608171,40.853199,0.0 -73.609571,40.851899,0.0 -73.616971,40.849399,0.0 -73.619987,40.852099,0.0 -73.626772,40.847499,0.0 -73.635672,40.845999,0.0 -73.635072,40.852499,0.0 -73.640472,40.852499,0.0 -73.642068,40.851795,0.0 -73.646072,40.852399,0.0 -73.648948,40.853731,0.0 -73.647672,40.855299,0.0 -73.636372,40.861699,0.0 -73.649072,40.855299,0.0 -73.652272,40.856999,0.0 -73.655872,40.863899,0.0 -73.654372,40.878199,0.0 -73.641072,40.892599,0.0 -73.633771,40.898198,0.0 -73.626972,40.899397,0.0 -73.624061,40.898933,0.0 -73.621033,40.89845,0.0 -73.621071,40.898198,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
713,11545,11545,0.00391,0.40818,1928,1927,11545,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.539369,40.841999,0.0 -73.537369,40.839399,0.0 -73.534968,40.838999,0.0 -73.531068,40.839599,0.0 -73.528268,40.834299,0.0 -73.529344,40.830147,0.0 -73.528968,40.827299,0.0 -73.531269,40.820099,0.0 -73.536269,40.810099,0.0 -73.536869,40.803699,0.0 -73.538869,40.792099,0.0 -73.543169,40.797399,0.0 -73.548513,40.799203,0.0 -73.55277,40.797619,0.0 -73.57337,40.794099,0.0 -73.573746,40.792659,0.0 -73.57325,40.792467,0.0 -73.574018,40.792195,0.0 -73.581763,40.798355,0.0 -73.57637,40.804599,0.0 -73.58087,40.807399,0.0 -73.58377,40.814399,0.0 -73.587171,40.817199,0.0 -73.591471,40.823799,0.0 -73.599771,40.820099,0.0 -73.596871,40.815999,0.0 -73.602471,40.814099,0.0 -73.597811,40.810019,0.0 -73.591271,40.805699,0.0 -73.594871,40.8013,0.0 -73.596671,40.8004,0.0 -73.597471,40.8036,0.0 -73.598467,40.80434,0.0 -73.604867,40.806708,0.0 -73.608707,40.80682,0.0 -73.610931,40.808804,0.0 -73.611571,40.810996,0.0 -73.612355,40.814483,0.0 -73.615272,40.8132,0.0 -73.616772,40.816499,0.0 -73.616071,40.824599,0.0 -73.624772,40.822299,0.0 -73.625372,40.8181,0.0 -73.626753,40.816197,0.0 -73.628072,40.8162,0.0 -73.636472,40.8218,0.0 -73.638472,40.8256,0.0 -73.636672,40.8262,0.0 -73.636672,40.828699,0.0 -73.639972,40.8282,0.0 -73.640972,40.830499,0.0 -73.640572,40.832099,0.0 -73.635672,40.835099,0.0 -73.631172,40.836299,0.0 -73.631872,40.837299,0.0 -73.635672,40.845999,0.0 -73.626772,40.847499,0.0 -73.619987,40.852099,0.0 -73.616971,40.849399,0.0 -73.609571,40.851899,0.0 -73.608171,40.853199,0.0 -73.600171,40.853399,0.0 -73.59007,40.854899,0.0 -73.58817,40.848399,0.0 -73.58567,40.844799,0.0 -73.58277,40.845899,0.0 -73.57857,40.841799,0.0 -73.57487,40.838999,0.0 -73.57247,40.838599,0.0 -73.57117,40.829999,0.0 -73.563069,40.834999,0.0 -73.539369,40.841999,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
20,11547,11547,0.00012,0.05783,1940,1939,11547,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.651173,40.835199,0.0 -73.637472,40.836699,0.0 -73.635872,40.836399,0.0 -73.631872,40.837299,0.0 -73.631172,40.836299,0.0 -73.635672,40.835099,0.0 -73.640572,40.832099,0.0 -73.640972,40.830499,0.0 -73.639972,40.8282,0.0 -73.643272,40.8235,0.0 -73.647472,40.8234,0.0 -73.647972,40.8284,0.0 -73.650372,40.8343,0.0 -73.651173,40.835199,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
73,11548,11548,0.00019,0.0771,1956,1955,11548,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.628072,40.8162,0.0 -73.626753,40.816197,0.0 -73.625372,40.8181,0.0 -73.624772,40.822299,0.0 -73.616071,40.824599,0.0 -73.616772,40.816499,0.0 -73.615272,40.8132,0.0 -73.612355,40.814483,0.0 -73.611571,40.810996,0.0 -73.612471,40.8111,0.0 -73.611471,40.8069,0.0 -73.612371,40.8062,0.0 -73.621072,40.8117,0.0 -73.625172,40.8109,0.0 -73.624672,40.8076,0.0 -73.626972,40.8071,0.0 -73.632272,40.8082,0.0 -73.632772,40.8097,0.0 -73.629372,40.8132,0.0 -73.628072,40.8162,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
204,11550,11550,0.00116,0.20241,2099,2098,11550,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.642073,40.712901,0.0 -73.636873,40.714201,0.0 -73.629373,40.717301,0.0 -73.623773,40.718701,0.0 -73.612472,40.721301,0.0 -73.609072,40.720601,0.0 -73.608472,40.720601,0.0 -73.606972,40.715901,0.0 -73.605172,40.713301,0.0 -73.603472,40.713801,0.0 -73.598872,40.715401,0.0 -73.598272,40.711501,0.0 -73.599788,40.711248,0.0 -73.600872,40.705001,0.0 -73.601422,40.697702,0.0 -73.609272,40.692801,0.0 -73.607072,40.683901,0.0 -73.614773,40.685201,0.0 -73.619573,40.680102,0.0 -73.619473,40.679402,0.0 -73.624973,40.678602,0.0 -73.626773,40.671202,0.0 -73.630973,40.672402,0.0 -73.628473,40.681302,0.0 -73.626773,40.682602,0.0 -73.624373,40.687002,0.0 -73.632873,40.689302,0.0 -73.632073,40.692202,0.0 -73.632073,40.693702,0.0 -73.632773,40.693902,0.0 -73.634473,40.690402,0.0 -73.636973,40.689002,0.0 -73.637773,40.689502,0.0 -73.637173,40.692002,0.0 -73.634613,40.692802,0.0 -73.634773,40.693402,0.0 -73.634973,40.693002,0.0 -73.636354,40.693063,0.0 -73.634673,40.694202,0.0 -73.633373,40.693702,0.0 -73.633273,40.694002,0.0 -73.636473,40.694902,0.0 -73.632873,40.697801,0.0 -73.633573,40.703601,0.0 -73.635673,40.703701,0.0 -73.637394,40.704193,0.0 -73.637873,40.704801,0.0 -73.640573,40.704901,0.0 -73.639673,40.706301,0.0 -73.638573,40.706401,0.0 -73.642873,40.712101,0.0 -73.641873,40.712601,0.0 -73.642073,40.712901,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
999,11552,11552,0.00111,0.17789,2109,2108,11552,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.642073,40.712901,0.0 -73.641873,40.712601,0.0 -73.642873,40.712101,0.0 -73.638573,40.706401,0.0 -73.639673,40.706301,0.0 -73.640573,40.704901,0.0 -73.637873,40.704801,0.0 -73.637394,40.704193,0.0 -73.635673,40.703701,0.0 -73.633573,40.703601,0.0 -73.632873,40.697801,0.0 -73.636473,40.694902,0.0 -73.633273,40.694002,0.0 -73.633373,40.693702,0.0 -73.634673,40.694202,0.0 -73.636354,40.693063,0.0 -73.634973,40.693002,0.0 -73.634773,40.693402,0.0 -73.634613,40.692802,0.0 -73.637173,40.692002,0.0 -73.637773,40.689502,0.0 -73.636973,40.689002,0.0 -73.634473,40.690402,0.0 -73.632773,40.693902,0.0 -73.632073,40.693702,0.0 -73.632073,40.692202,0.0 -73.632873,40.689302,0.0 -73.640773,40.675002,0.0 -73.642373,40.673302,0.0 -73.651074,40.666702,0.0 -73.653574,40.667602,0.0 -73.654474,40.669602,0.0 -73.653274,40.672402,0.0 -73.653174,40.675102,0.0 -73.661974,40.673602,0.0 -73.661974,40.679802,0.0 -73.663574,40.682102,0.0 -73.666974,40.682602,0.0 -73.668274,40.684002,0.0 -73.666674,40.696802,0.0 -73.663574,40.700502,0.0 -73.660674,40.702802,0.0 -73.660874,40.706202,0.0 -73.663574,40.710802,0.0 -73.660774,40.710102,0.0 -73.657074,40.710001,0.0 -73.655374,40.710401,0.0 -73.654573,40.715001,0.0 -73.654173,40.715201,0.0 -73.652173,40.714701,0.0 -73.650573,40.712501,0.0 -73.642273,40.713601,0.0 -73.642073,40.712901,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
57,11553,11553,0.00076,0.12523,2098,2097,11553,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.598872,40.715401,0.0 -73.593872,40.717201,0.0 -73.5941,40.718917,0.0 -73.593108,40.720293,0.0 -73.59042,40.721029,0.0 -73.58866,40.720453,0.0 -73.580471,40.721901,0.0 -73.580571,40.718201,0.0 -73.579771,40.712101,0.0 -73.577499,40.702279,0.0 -73.576585,40.70249,0.0 -73.576271,40.698801,0.0 -73.575271,40.691401,0.0 -73.586372,40.691701,0.0 -73.588868,40.691029,0.0 -73.590972,40.688701,0.0 -73.593572,40.687001,0.0 -73.596772,40.685901,0.0 -73.602372,40.685601,0.0 -73.607072,40.683901,0.0 -73.609272,40.692801,0.0 -73.601422,40.697702,0.0 -73.600872,40.705001,0.0 -73.599788,40.711248,0.0 -73.598272,40.711501,0.0 -73.598872,40.715401,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1669,11554,11554,0.00173,0.20131,2070,2069,11554,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.54317,40.7336,0.0 -73.54087,40.729,0.0 -73.53647,40.7222,0.0 -73.52587,40.7078,0.0 -73.53167,40.7064,0.0 -73.54397,40.7056,0.0 -73.552571,40.700601,0.0 -73.557863,40.699157,0.0 -73.562171,40.698501,0.0 -73.566271,40.698701,0.0 -73.575271,40.695501,0.0 -73.576271,40.698801,0.0 -73.576585,40.70249,0.0 -73.577499,40.702279,0.0 -73.579771,40.712101,0.0 -73.580571,40.718201,0.0 -73.580471,40.721901,0.0 -73.580171,40.7259,0.0 -73.581674,40.730588,0.0 -73.584979,40.734516,0.0 -73.589148,40.736874,0.0 -73.585865,40.737166,0.0 -73.582971,40.7368,0.0 -73.586087,40.743891,0.0 -73.587671,40.7476,0.0 -73.579671,40.7495,0.0 -73.574571,40.7382,0.0 -73.572571,40.7373,0.0 -73.568671,40.7383,0.0 -73.55087,40.7377,0.0 -73.54617,40.7342,0.0 -73.54317,40.7336,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1316,11557,11557,0.00058,0.15653,2160,2159,11557,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.689575,40.650003,0.0 -73.683275,40.644803,0.0 -73.679574,40.643103,0.0 -73.676674,40.643203,0.0 -73.677674,40.642503,0.0 -73.679074,40.639303,0.0 -73.673274,40.633903,0.0 -73.680675,40.625603,0.0 -73.685975,40.625103,0.0 -73.692175,40.633903,0.0 -73.690875,40.637203,0.0 -73.692075,40.637803,0.0 -73.693075,40.633403,0.0 -73.691875,40.630303,0.0 -73.689575,40.628503,0.0 -73.687375,40.624403,0.0 -73.687775,40.623103,0.0 -73.693875,40.622503,0.0 -73.691239,40.625127,0.0 -73.691375,40.627003,0.0 -73.695575,40.627903,0.0 -73.697575,40.632203,0.0 -73.701875,40.632503,0.0 -73.705475,40.633503,0.0 -73.710775,40.642103,0.0 -73.711175,40.645103,0.0 -73.714275,40.647303,0.0 -73.715675,40.646303,0.0 -73.712775,40.650903,0.0 -73.708175,40.649903,0.0 -73.705275,40.645403,0.0 -73.701676,40.644691,0.0 -73.695175,40.647003,0.0 -73.689575,40.650003,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
219,11558,11558,0.00007,0.03953,2204,2203,11558,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.667074,40.611303,0.0 -73.673374,40.613003,0.0 -73.664774,40.623303,0.0 -73.664934,40.624327,0.0 -73.662214,40.623975,0.0 -73.660774,40.618003,0.0 -73.664974,40.615703,0.0 -73.667074,40.611303,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1293,11559,11559,0.00003,0.02851,2238,2237,11559,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.703275,40.603004,0.0 -73.703175,40.605004,0.0 -73.698575,40.607204,0.0 -73.698975,40.608804,0.0 -73.695275,40.609804,0.0 -73.694075,40.611204,0.0 -73.694675,40.606404,0.0 -73.703275,40.603004,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
141,11560,11560,0.00217,0.23028,2354,2353,11560,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.579069,40.902698,0.0 -73.578669,40.901798,0.0 -73.576069,40.900398,0.0 -73.573569,40.899698,0.0 -73.571969,40.898398,0.0 -73.571969,40.895198,0.0 -73.567069,40.887198,0.0 -73.565369,40.882798,0.0 -73.565569,40.881898,0.0 -73.565969,40.879998,0.0 -73.568408,40.876138,0.0 -73.570969,40.875098,0.0 -73.572969,40.875398,0.0 -73.574869,40.874398,0.0 -73.572769,40.871398,0.0 -73.566769,40.873098,0.0 -73.565869,40.872698,0.0 -73.564869,40.868598,0.0 -73.568069,40.867099,0.0 -73.566769,40.862999,0.0 -73.569269,40.855599,0.0 -73.57157,40.852399,0.0 -73.57517,40.850399,0.0 -73.57617,40.848099,0.0 -73.57417,40.847499,0.0 -73.57177,40.841799,0.0 -73.57247,40.838599,0.0 -73.57487,40.838999,0.0 -73.57857,40.841799,0.0 -73.58277,40.845899,0.0 -73.58567,40.844799,0.0 -73.58817,40.848399,0.0 -73.59007,40.854899,0.0 -73.59237,40.863799,0.0 -73.59357,40.865699,0.0 -73.614171,40.874499,0.0 -73.616271,40.879599,0.0 -73.619171,40.889299,0.0 -73.617871,40.889899,0.0 -73.617871,40.895698,0.0 -73.621071,40.898198,0.0 -73.617571,40.897898,0.0 -73.60187,40.902798,0.0 -73.601832,40.902824,0.0 -73.59739,40.905807,0.0 -73.59517,40.907298,0.0 -73.5906,40.908767,0.0 -73.584178,40.910831,0.0 -73.579069,40.902698,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2323,11561,11561,0.00097,0.23534,2427,2426,11561,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.599055,40.595094,0.0 -73.599097,40.587268,0.0 -73.610873,40.587703,0.0 -73.646674,40.582804,0.0 -73.687713,40.583411,0.0 -73.690111,40.583447,0.0 -73.706171,40.583685,0.0 -73.706175,40.589504,0.0 -73.699275,40.588904,0.0 -73.686775,40.588904,0.0 -73.683175,40.591904,0.0 -73.655274,40.594703,0.0 -73.632774,40.595223,0.0 -73.632022,40.591975,0.0 -73.63199,40.595271,0.0 -73.618117,40.595239,0.0 -73.612373,40.595803,0.0 -73.599055,40.595094,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
573,11563,11563,0.00064,0.1089,2146,2145,11563,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.659174,40.667402,0.0 -73.659274,40.665902,0.0 -73.658474,40.662502,0.0 -73.655674,40.652602,0.0 -73.656074,40.651502,0.0 -73.657374,40.650202,0.0 -73.658374,40.650769,0.0 -73.658774,40.651602,0.0 -73.660574,40.651902,0.0 -73.665974,40.651203,0.0 -73.666874,40.649703,0.0 -73.670174,40.647103,0.0 -73.676674,40.643203,0.0 -73.679574,40.643103,0.0 -73.683275,40.644803,0.0 -73.689575,40.650003,0.0 -73.690475,40.650603,0.0 -73.687375,40.656403,0.0 -73.689675,40.657903,0.0 -73.687575,40.663403,0.0 -73.688275,40.663603,0.0 -73.687675,40.664403,0.0 -73.683674,40.666802,0.0 -73.674174,40.672402,0.0 -73.672474,40.670902,0.0 -73.671074,40.667802,0.0 -73.671474,40.667702,0.0 -73.671274,40.667202,0.0 -73.669874,40.666602,0.0 -73.659174,40.667402,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
187,11565,11565,0.00031,0.08058,2141,2140,11565,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.666974,40.682602,0.0 -73.663574,40.682102,0.0 -73.661974,40.679802,0.0 -73.661974,40.673602,0.0 -73.659174,40.667402,0.0 -73.669874,40.666602,0.0 -73.671274,40.667202,0.0 -73.671474,40.667702,0.0 -73.671074,40.667802,0.0 -73.672474,40.670902,0.0 -73.674174,40.672402,0.0 -73.683674,40.666802,0.0 -73.685975,40.670202,0.0 -73.683374,40.674302,0.0 -73.680774,40.681402,0.0 -73.679274,40.683502,0.0 -73.666974,40.682602,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2685,11566,11566,0.00172,0.25198,2124,2123,11566,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.576271,40.698801,0.0 -73.575271,40.695501,0.0 -73.566271,40.698701,0.0 -73.562171,40.698501,0.0 -73.557863,40.699157,0.0 -73.558914,40.698553,0.0 -73.555971,40.694801,0.0 -73.554271,40.695901,0.0 -73.548971,40.691201,0.0 -73.546071,40.681301,0.0 -73.543771,40.669501,0.0 -73.544471,40.666801,0.0 -73.539671,40.661401,0.0 -73.537347,40.652485,0.0 -73.535371,40.648601,0.0 -73.534675,40.648565,0.0 -73.532571,40.644901,0.0 -73.530771,40.644001,0.0 -73.529271,40.641601,0.0 -73.531171,40.638202,0.0 -73.534571,40.639502,0.0 -73.533871,40.640901,0.0 -73.534271,40.642601,0.0 -73.537971,40.643401,0.0 -73.539171,40.642602,0.0 -73.540671,40.644001,0.0 -73.544071,40.652201,0.0 -73.543271,40.648901,0.0 -73.537171,40.633402,0.0 -73.547071,40.637102,0.0 -73.553071,40.635502,0.0 -73.555071,40.634102,0.0 -73.555871,40.632402,0.0 -73.555371,40.631402,0.0 -73.554171,40.633002,0.0 -73.553271,40.630302,0.0 -73.556772,40.627402,0.0 -73.559072,40.627302,0.0 -73.558772,40.629002,0.0 -73.559357,40.629644,0.0 -73.562372,40.629902,0.0 -73.561474,40.636441,0.0 -73.5616,40.639869,0.0 -73.562717,40.642617,0.0 -73.565672,40.646302,0.0 -73.567272,40.655302,0.0 -73.56986,40.665269,0.0 -73.568571,40.665101,0.0 -73.568671,40.666301,0.0 -73.572571,40.680201,0.0 -73.573771,40.687701,0.0 -73.575271,40.691401,0.0 -73.576271,40.698801,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
494,11568,11568,0.00221,0.26953,1957,1956,11568,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.611571,40.810996,0.0 -73.610931,40.808804,0.0 -73.608707,40.80682,0.0 -73.604867,40.806708,0.0 -73.598467,40.80434,0.0 -73.597471,40.8036,0.0 -73.596671,40.8004,0.0 -73.594871,40.8013,0.0 -73.591271,40.805699,0.0 -73.597811,40.810019,0.0 -73.602471,40.814099,0.0 -73.596871,40.815999,0.0 -73.599771,40.820099,0.0 -73.591471,40.823799,0.0 -73.587171,40.817199,0.0 -73.58377,40.814399,0.0 -73.58087,40.807399,0.0 -73.57637,40.804599,0.0 -73.581763,40.798355,0.0 -73.574018,40.792195,0.0 -73.57325,40.792467,0.0 -73.56989,40.791187,0.0 -73.567858,40.780596,0.0 -73.57237,40.7796,0.0 -73.56907,40.7774,0.0 -73.57097,40.7763,0.0 -73.56997,40.7751,0.0 -73.583171,40.7683,0.0 -73.603372,40.7629,0.0 -73.615072,40.7608,0.0 -73.619672,40.7574,0.0 -73.618772,40.7558,0.0 -73.621093,40.756708,0.0 -73.623472,40.76,0.0 -73.625177,40.766009,0.0 -73.625672,40.7723,0.0 -73.624572,40.775288,0.0 -73.621072,40.7907,0.0 -73.617872,40.7902,0.0 -73.617072,40.7918,0.0 -73.622072,40.7954,0.0 -73.623072,40.7984,0.0 -73.622472,40.8001,0.0 -73.619272,40.8003,0.0 -73.615772,40.8013,0.0 -73.614072,40.802,0.0 -73.612472,40.8034,0.0 -73.607971,40.8032,0.0 -73.612371,40.8062,0.0 -73.611471,40.8069,0.0 -73.612471,40.8111,0.0 -73.611571,40.810996,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
26,11569,11569,0.00008,0.06228,2185,2184,11569,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.596072,40.634402,0.0 -73.586368,40.629392,0.0 -73.586383,40.625465,0.0 -73.593872,40.619802,0.0 -73.601773,40.619403,0.0 -73.601473,40.625602,0.0 -73.600573,40.622902,0.0 -73.598173,40.620902,0.0 -73.594572,40.621202,0.0 -73.593172,40.625302,0.0 -73.593272,40.629202,0.0 -73.596172,40.633402,0.0 -73.596072,40.634402,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1338,11570,11570,0.00101,0.19059,2133,2132,11570,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.632873,40.689302,0.0 -73.624373,40.687002,0.0 -73.626773,40.682602,0.0 -73.628473,40.681302,0.0 -73.630973,40.672402,0.0 -73.626773,40.671202,0.0 -73.624973,40.678602,0.0 -73.619473,40.679402,0.0 -73.620573,40.678502,0.0 -73.616873,40.662402,0.0 -73.621673,40.659002,0.0 -73.623073,40.656802,0.0 -73.626073,40.656902,0.0 -73.630173,40.653702,0.0 -73.636073,40.651302,0.0 -73.639883,40.648079,0.0 -73.648474,40.646702,0.0 -73.654974,40.647003,0.0 -73.657474,40.643803,0.0 -73.658074,40.644103,0.0 -73.656574,40.645503,0.0 -73.655674,40.647703,0.0 -73.654374,40.652502,0.0 -73.655674,40.652602,0.0 -73.658474,40.662502,0.0 -73.659274,40.665902,0.0 -73.659174,40.667402,0.0 -73.661974,40.673602,0.0 -73.653174,40.675102,0.0 -73.653274,40.672402,0.0 -73.654474,40.669602,0.0 -73.653574,40.667602,0.0 -73.651074,40.666702,0.0 -73.642373,40.673302,0.0 -73.640773,40.675002,0.0 -73.632873,40.689302,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2419,11572,11572,0.00138,0.17611,2154,2153,11572,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.658074,40.644103,0.0 -73.657474,40.643803,0.0 -73.654974,40.647003,0.0 -73.648474,40.646702,0.0 -73.639883,40.648079,0.0 -73.636073,40.651302,0.0 -73.630173,40.653702,0.0 -73.626073,40.656902,0.0 -73.623073,40.656802,0.0 -73.621973,40.656802,0.0 -73.621873,40.654902,0.0 -73.621873,40.653402,0.0 -73.623173,40.653402,0.0 -73.622573,40.645602,0.0 -73.621473,40.643602,0.0 -73.617433,40.643989,0.0 -73.616773,40.643702,0.0 -73.615873,40.632102,0.0 -73.616373,40.630102,0.0 -73.617273,40.629602,0.0 -73.622273,40.632702,0.0 -73.622573,40.632402,0.0 -73.617273,40.629002,0.0 -73.617673,40.624903,0.0 -73.616673,40.622403,0.0 -73.615373,40.623503,0.0 -73.615173,40.622603,0.0 -73.617573,40.620203,0.0 -73.621873,40.617703,0.0 -73.622373,40.618603,0.0 -73.625273,40.615503,0.0 -73.625373,40.614303,0.0 -73.629173,40.612503,0.0 -73.632473,40.611803,0.0 -73.634274,40.613103,0.0 -73.637274,40.612603,0.0 -73.641774,40.616903,0.0 -73.649974,40.617303,0.0 -73.652474,40.616903,0.0 -73.653734,40.620823,0.0 -73.655973,40.623638,0.0 -73.659474,40.623203,0.0 -73.660474,40.623603,0.0 -73.660974,40.626203,0.0 -73.658774,40.629803,0.0 -73.658274,40.634003,0.0 -73.658751,40.634213,0.0 -73.660174,40.636603,0.0 -73.658074,40.644103,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
32,11575,11575,0.0005,0.1076,2131,2130,11575,Z5,5-Digit ZCTA,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-73.596772,40.685901,0.0 -73.593572,40.687001,0.0 -73.590972,40.688701,0.0 -73.588868,40.691029,0.0 -73.586372,40.691701,0.0 -73.575271,40.691401,0.0 -73.573771,40.687701,0.0 -73.572571,40.680201,0.0 -73.568671,40.666301,0.0 -73.568571,40.665101,0.0 -73.56986,40.665269,0.0 -73.572572,40.665301,0.0 -73.573972,40.667101,0.0 -73.573572,40.667901,0.0 -73.577272,40.670801,0.0 -73.585572,40.673401,0.0 -73.592272,40.673801,0.0 -73.599972,40.673202,0.0 -73.601572,40.672302,0.0 -73.600772,40.675702,0.0 -73.597928,40.682325,0.0 -73.599772,40.682501,0.0 -73.601172,40.684601,0.0 -73.601088,40.685367,0.0 -73.596772,40.685901,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
